HDGF	SPTSSB	CD151
ZNF16	MT2A	THUMPD2
KLC1	MT-ND1	TRABD2A
SNX6	CLN5	MTPN
ATP6V0E1	CAPZB	ZNF624
RNU1-12P	MLXIP	TBC1D1
RNVU1-11	SUPT4H1	SETD2
HILPDA	PPP6R3	REV1
CUL7	POGLUT1	PLSCR1
HYAL3	SLC35A4	HS2ST1
TNIK	OXLD1	NONO
NDST2	POLR2C	LSM4
ETV3	ZMYM5	AKAP2
UBIAD1	ZNF44	C6orf211
HIST1H2AC	KDM5D	SCAMP1
HPCAL1	CWC22	MOB3C
MAPRE1	FBXL5	GDF11
TBC1D3H	RBM3	DUSP19
CIT	SRP14	SNORD45A
CAP1	LEPREL4	EEF1GP4
POLR2G	TRMT13	ZDHHC6
ZMYM4	GZF1	CIZ1
PLAGL1	FEM1A	ZNF282
QSER1	ZNF233	GARS
FANCF	TBC1D3C	SEPHS1P4
JAZF1	PAPD7	RPL24P4
OIP5-AS1	RN7SK	GMNN
DDX11-AS1	NADK	RPS3AP44
PTCD3	FAM13A-AS1	RPRD1B
SNORD13	INSIG2	CHD8
MMACHC	STAU2	ZNF45
DDX18	XRN2	USP38
KIF21B	SSR1	NUDT18
CRY1	PTPRC	PTRH2
RPL35A	FTSJ3	GRAMD1C
SFMBT1	DDC	PDK1
CYFIP2	SH3GL1	PRKRIR
ALG2	TTTY15	FBXO44
RGP1	KPNA6	PTAR1
RANBP9	TMEM50A	ADK
SHROOM1	BAP1	BCAS2P2
INTS9	LPCAT3	PPARA
ABAT	MTERFD2	ARNT
LRR1	TBC1D3	WDR19
SH3BP1	SIVA1	DDX23
ZSCAN29	CMC1	DHX35
POGK	SNRPD2P1	TMTC4
FGFR1OP2	FBXO32	RNU6-4P
C7orf73	RAD9A	MAP9
CMPK2	CCR7	ZRANB3
MIB2	CASP4	PPM1L
KAT2A	AHCYL1	TRIP11
TAF1C	C6orf70	G6PC3
PTBP2	ATP6V1E1	SRSF7
RNU1-27P	PIGX	PRDM10
RNU1-7	RTTN	TNFAIP8
RNF4	SLC44A1	C1orf109
ANK2	SNORD13	C10orf2
ZNF561	RPS15AP1	XRCC6
EIF2B2	YAF2	MTMR9
SMG1	POLR2F	TIGD6
PKIA	SLC38A1	AMMECR1L
DIS3L2	ZNF566	SMARCA4
ZNF227	CDC5L	AMD1
CD3G	NFE2L1	RCL1
MYNN	RPS7	PPP5C
MAPK8	MUTYH	PREB
TMEM55A	BIK	LY6E
DYNLRB1	FAM134A	BARD1
ACADS	GNL3	STRBP
TPRA1	SH3GLB1	ESD
GAPDH	RFC1	AMACR
ZNF397	RPL26P31	MECOM
EMC6	KIAA0196	RGPD5
RPL37P2	SULT1A4	SLCO1A2
UBXN8	SUCLG1	CGRRF1
C1D	RBM5	SMDT1
ZC3H13	TOX2	C22orf32
MB21D2	LRP5	TESC
NOM1	NCAPD3	TTC18
NAA38	TBC1D3H	ADIPOR2
RWDD2B	RAB39B	DUSP2
LAPTM4A	ZNF707	HSD17B8
BRCA1	ALG8	DNAL1
DDHD2	MRPS26	SHROOM1
GTPBP2	YWHAG	DOK1
XRCC6	SRSF9	SEPT5
GLIS2	TADA3	ABHD14B
TRMT10C	BSG	YME1L1
CNNM3	CD83	PSMB2
NUDC	DNAJC10	ATP2B4
NOC4L	CERS5	STX17
PGGT1B	HADHB	CDC42P4
MRPS36	SEMA4D	NFAT5
MICU1	CEP70	IQGAP3
CRELD1	ANXA5	UQCRFS1
PCBP2	B4GALT3	STMN1
LENG9	LINC00152	CDYL
TXNDC16	ZBTB7A	TNRC6A
NUCB1	RIC8A	ZMAT1
OSTF1	CRTC3	ZNRD1
GIGYF2	RAD1	ERH
UQCRB	GMNN	ETV5
METTL16	SNAPC4	RNF44
KIDINS220	EPC2	PPIL1
ARHGEF7	PRX	HIST1H3D
HERC2P2	CRKL	MORC3
C10orf137	LCP1	NUF2
ZNF197	BUB1B	UCP2
KATNAL1	DEAF1	RPL4P5
ZKSCAN4	EIF3C	PAN3
SLC30A7	EEF1A1P6	CDK5RAP3
AKAP8	CRADD	PTGES3P1
ZMYM1	PHKB	PHF20
LYG1	SNIP1	STEAP1B
DCTN4	SFSWAP	SLC25A15
RPS4XP16	CTNNBL1	PPP2R1A
PMPCA	RPL32P34	DYNC1LI2
GNL3	ABHD15	CCDC142
PAXBP1	CCT2	FKBP5
KIAA1731	NOB1	SLC14A1
MCMBP	PRPF31	TMEM203
SLC25A37	TRBC2	TESK2
PPA2	DYRK2	PDHB
ZNF24	SDF2	HIST1H4B
RELB	SNORD45A	RPL13AP3
ZNF644	CD300A	LINS
NUFIP1	PRRT1	ATF3
PHRF1	EEF1A1	RPL5P24
NKTR	RMDN3	MRPS21P1
KDM2B	NOP2	SLC25A24
NACA	STAG2	ACSL4
ENTPD1-AS1	NOTCH3	C3orf58
DGKD	CXXC1	DIP2C
PEX13	ITGB1BP1	CDCA7L
TTLL12	RAC1	COPS8
MTHFS	TMEM60	ZNF800
FBXL3	MPRIP	FUT4
TULP3	WDR7	RUSC1
LSM7	NCAPH2	DUSP6
SLC4A1AP	ITCH	TIAM1
HPS5	GPSM1	RHEBP2
NMT1	SNRPD2	SF3A2
PDXP	PCIF1	BTF3P4
VPS18	BRD7	GTF2I
KLHL11	RBMS2	CCDC104
DOM3Z	ISCA1	TMEM106B
THUMPD3	PNPO	EIF5A2
MAPK9	RPS15AP10	RGS10
C19orf77	FASTK	PGS1
TMEM248	SMC4	CASD1
NACA2	HNRNPU	DNMBP
EBP	UBE2E2	SEC31A
SSFA2	ZMIZ1	EXOSC1
PTOV1	EEF1A1P11	TSPYL1
PRDX3	NDUFAF7	NUPL1
UBE2D2	LSMEM1	GNA15
EMC10	C7orf53	PSME4
SIKE1	DLEU7	GTF3C1
MARS	MRPL2	B3GNT1
ADAL	STOX1	UBTF
ADC	CALM1	KPNA3
ANGPTL4	PRIM2	LRIG1
ATAD3C	MCPH1	COPB2
BRF1	AFG3L2	GSK3B
C15orf38-AP3S2	VPS35	SPHK2
EIF1AXP1	EEF1A1P5	PHYKPL
LNX1	FADD	AGXT2L2
LYRM5	MEF2D	HIGD1AP14
MORN1	MEIS1	CNPPD1
MTIF2	ZNRD1	PDCD2L
NARF	ZNF85	MRPS9
P2RX1	DLST	ALDOA
PAXBP1-AS1	XIAP	BMPR1A
POLB	MANBA	ARID3B
PRAF2	TMEM231	PLEKHF1
PRL	NHP2	SNRNP27
RPL7P41	FXYD2	PSMA6P1
SAMD10	PRRC2C	MCM3AP
USP51	EIF1AY	CDC26
SKA2	TOPORS-AS1	LRP8
FAM114A2	BZRAP1	ARID1A
KIF3B	DAG1	ALG6
TIGD5	CYB5R4	THRA
SUPT20H	RPUSD1	MKNK2
MRPS9	STAM	BTN2A2
CIDEC	ALG9	MYRF
OBFC1	TRAM2	H3F3BP1
CNP	ADSL	MEIS2
CAMKK2	PLA2G15	MRPL27
ANKRD28	TBC1D31	RNU6-10P
PIK3CG	WDR67	RNU6-10
CDK12	GAMT	HDDC2
KIAA1430	IFI30	FAM45A
LRRC8C	PSMB6	ATP5G3
RPS13	OSGIN2	CENPA
CENPK	IFNGR2	TOP2A
RTF1	NEMF	CENPJ
PSMD5	TMEM68	SNRPA1
ZNF576	ALG6	TM2D1
WDR13	SLC7A6OS	ZFYVE16
TNFRSF14	CNN3	RPL13AP5
PPCS	SPEN	GLI4
PDE5A	SLBP	EIF3B
FBXO30	ZNF367	PSRC1
EXOSC1	ADSSL1	RN7SKP203
KIF15	ANKS3	PLA2G12AP1
NPHP4	HIST1H4L	PSMD5
SMS	RPL26P30	NDUFB7
ANKRD13A	FLOT2	ZMYM3
SRSF7	CASC4	PTS
CDR2	RAB3GAP1	SEC22B
METTL21D	CLPTM1	ITGB1BP1
ZFYVE20	TSPYL1	BCAP31
ZBTB26	SHC1	FTO
MYL12B	EVI2A	CTDSP2
PCNT	PPP1R3E	C15orf41
ADPRM	MAPK3	DHFRP1
CDK7	LBR	SLC17A9
ANAPC4	SEC14L2	ZNF559-ZNF177
KIAA0226	CLK1	ZNF177
RAD50	SPAG7	GPR137B
ZCCHC2	NOTCH2	SERP1
FXR1	WDFY1	CLIP4
TRMT13	JMJD8	APIP
CDCA7	HIC2	SLC25A23
BZW1P2	MYL6	TRPC1
FAM208B	TFAP4	TTC23
ZNF746	KDM6B	CSTF2
TBC1D3	NAA50	SUSD1
SKP2	PHF21B	EEF1B2P1
RAB35	GPR108	SNAPIN
NCL	TAOK3	ITGB2
CCBL2	STX8	CRIPT
BRE	GADD45B	CBY1
ZNF282	ANXA6	WIPF2
SETD7	TXLNA	GPATCH2
EZH2	CSRP2BP	LIPT2
GOLGA4	CLEC2B	RNU6-25
BTN2A2	PER2	GAS8
DLG5	RGPD3	FEM1A
NTPCR	SOGA1	CCNA2
MTX1	METTL16	C22orf39
TRAM2	ROCK1	CUEDC2
LACC1	LSM4	ZNF816
UBE2Q2	TIA1	TPI1P1
CABLES2	UBQLN4	VAPB
PAK1	DEF6	IFRD1
ZFP64	QSOX2	RGL4
SYNRG	UXS1	CNOT4
GABARAPL1	XPC	CSRP2BP
PIGX	SLC27A5	POP7
PCM1	CD4	TIMM44
GDAP2	MON1B	MTHFD2L
RNF111	IMPDH1	ZFAS1
TAF13	TWSG1	HDHD3
EFCAB4B	GSTCD	FOXO4
WDR45B	SDF2L1	EMC7
RPL22L1	NACA2	TUBG1
DHPS	RNASEH2B	EIF4G1
PRRT4	GMFB	MICB
HPS4	NUP133	KIF4A
DAK	ATG12	DPY30
ENKD1	CENPV	ABCC4
RABGGTB	KIRREL	CASP6
IBA57	DPF1	CCDC50
FAM24B	PKIG	CAND1
KCND1	FNBP1	SF3B1
THRAP3	ADAMTS17	MBNL1
LIX1L	MRPS5	SLC20A2
RPL39	ORMDL1	COX17
ZFP62	FAM149B1	POLE2
TCEAL4	MED28	ALMS1-IT1
NT5C3AP1	DHRS11	ARHGAP5
PIN1	CHSY1	TUSC5
CLU	C4orf3	NSL1
PELI2	ECHS1	RPL4P4
ELP4	SLC25A28	EIF4A1
RPUSD4	KLHL18	C15orf27
NDUFAF5	IRS1	FAM219A
ZNF107	RPL15P18	NOL10
MPC1	ZNF264	RNU6-28P
EIF4B	D2HGDH	RNU6-28
TOR1AIP2	RNU6-39	PAWR
SNX1	RNU6-39P	AGPAT5
NOL3	C6orf223	EXOC5
RPL39P5	C1GALT1C1	HSD17B11
TMEM18	CGRRF1	KIFC1
CARKD	RNPEPL1	DNAJB4
IFNAR2	PLEKHA8	SDHA
UBTF	TGFBRAP1	FGFR1
MLLT10	RMI2	SMARCB1
CEP85	KRBOX4	ARHGEF11
APPBP2	YTHDF3	CASC4
ST6GAL1	PSMD1	EML3
CDKN1B	YIF1A	C17orf62
TNFRSF10B	NSUN2	SMTN
KIF9	DDA1	MYCBP2
GATAD2A	RAD54L	TNPO3
COMMD7	ALKBH4	EEF1A1P9
FAM133CP	CRY1	H3F3AP4
SRF	SCARB1	TMEM97
AKR7A2	NLRP1	TMCO6
NCKAP1L	SEPT3	ODF2
ARL5B	AP1S1	AHSA2
SBDSP1	FAM78A	MED18
RPL3P4	TICAM1	ZNF786
IL2RG	TSC22D4	CCDC22
KLHDC2	GPS1	ZNF354A
COL6A1	LY6G5C	CDC42P6
PCBP4	IFRD1	ZNF274
PPP4R1	AP4M1	MAP3K4
CECR5	EOGT	GFOD1
SWT1	RPL23P2	ZNF480
NBPF10	SLC44A5	IRAK4
B3GNTL1	MAP2K2	MAP6D1
MOCS2	GOLGA4	PMS2
SNRPN	RIOK3	SORT1
LYSMD2	RPS27P29	FAM8A1
FAM166A	ARGLU1	HES5
TMEM81	FARSA	SLC35E2B
PGM3	IDUA	LAX1
CIC	ASB6	DNTT
MTAP	RPL34P33	LAS1L
CDADC1	RBFOX2	DHODH
ZNF689	C20orf27	LANCL2
EIF4G3	SH3BP2	PPP2R2D
BAG5	ZNF83	GNG5
KATNA1	NICN1	SGOL2
LSM14B	CRIP1P4	EEF1A1P12
RMDN1	PGK1	MMS22L
PHKB	WBP11	MUC1
HSPA4	NCKAP1L	PARS2
BECN1	SMEK2	NRN1
NLRX1	NPPC	HAUS1
RABAC1	RAB12	XRCC4
ZDHHC17	RPS6	MBD6
ZMPSTE24	KIAA1551	RPS3AP47
RPL30	PLEC	TMCC2
TNFRSF21	CDKN2AIPNL	LMBRD1
SBDS	SLC23A2	CPSF1
SMC5	PRPSAP2	PNMA1
CKLF	HIST1H2AM	TRRAP
PCF11	ZNF689	UBE3AP2
COL15A1	FGFBP3	PSMC6
PLEKHJ1	ITFG1	CD96
CDKN2AIP	RNF144A	NMI
SPTY2D1	SLC44A2	LRRC8D
SACM1L	PARN	FCHSD2
S100A2	TRMT2A	C10orf118
LAP3	PTPN7	SLC5A3
ZNF511	N4BP3	TCF7L2
PIGH	SEPSECS	NPM3
VPS52	LAPTM4A	MED13L
PJA2	SDHB	OVGP1
FLOT1	PSMC6	ZMAT2
ZNF415	ANKMY2	KEAP1
POP7	IGFBP5	MT-ND4
ARHGAP26	TUSC2	PPP1R3F
MYB	IFT88	RBL1
TMEM66	XPO1	DKC1
ASF1A	TPD52L2	DDX55
KANSL1-AS1	RPL22L1	MCM7
RAPGEF2	LINC00115	JPH1
DENND2D	SHMT1	UBE2M
SYT11	FTO	CNOT3
TRAP1	TENM1	PDIA3
GRAP	LINC00461	CCT3
CLK1	AMY2B	HNRNPKP4
CRABP1	NMD3	IPO5
MTMR10	MRPL37	NHLRC3
PTS	DDX6	MOCS2
IFNAR1	TCF12	GEMIN8
UBA3	WASH2P	PPP2R3C
TCP1	MIR181A2HG	ST6GAL1
AASDHPPT	TMEM55A	PRDX1
MED1	NCOA6	FPGS
ARF4	APBB3	NCAPH
DCUN1D4	BCL11A	KHDC1
TRIM26	LUC7L2	RNU6-1
SNORD88C	C7orf55-LUC7L2	RHEBP1
DOLK	LSM1	USP53
RNU6-29	ZCCHC17	BCL11B
RNU6-29P	NDFIP1	B4GALT7
UTP11L	MCM3AP-AS1	FAF2
GTF2E1	VAMP5	TRADD
CIRH1A	ZMPSTE24	OAZ1
ZNF333	PRPS1	FAM192A
PSMB9	FAT1	TRAC
KLHDC4	DSG2	RPL37P2
URI1	S100A4	RAB15
SDAD1	ALG14	KIAA1109
RBM41	CBY1	PWP1
ZNF326	BRPF1	ENO1-AS1
MBD3	GPHN	TMEM158
MYO1B	PLSCR3	PUS7
PMPCB	RNF5	DHX38
NINJ2	TMEM219	RPS20
DDX60	ZC3HAV1L	GOLGB1
FAM107B	FAM195A	PLCL1
SKP1P1	DPY19L2P2	UBXN8
WDR60	SHFM1	MAN1A1
ATG2B	TRNAU1AP	UQCRFS1P1
MTO1	NHP2L1	TFDP2
UBL3	SLCO3A1	DPM2
SNORA72	CYP2R1	SLC35A5
MRPL30	CERS2	GALNT12
SMUG1	THAP9	ARG2
DYNC2LI1	BRAF	AGTPBP1
RPS26P6	HSD17B7P2	CD27
MOB4	ABHD17A	RB1CC1
KCNH2	FAM108A1	EEF2
POFUT2	MSRB1	CRY1
SNORD81	FOXO4	CHAF1B
TFAM	RNU1-12P	ERLIN1
NOP58	RNVU1-11	FCHO1
PRPS1	STK32C	RHEB
YWHAZ	TREX1	SERF2
FAM111B	GTF2IP1	APPL2
CLIP1	FMNL1	ZNF605
KIFC2	MLL5	RPS26P31
POLR3GL	KMT2E	KIAA1429
STMN3	GRN	ZSWIM8
ATXN7L3	SDHC	FAS
ATG10	ACO2	WDR37
MARCH9	MRPS27	EDEM1
WWOX	WAS	TSPYL4
LY6G5B	COX5A	NFKBIA
PNPT1	TMEM181	CYB561D2
CEL	FAM89B	RPL37AP8
RREB1	GLA	PINX1
ITPKA	ZNF529	SLC41A3
PRRC2B	PARP3	SNORA21
NDUFA11	FAM72C	ATP6AP1L
FRG1	NARS	PTPRK
PAQR3	SSR3	PREPL
COPB1	AK1	SNRPD1
ADAT2	PC	AES
MFSD8	FAM220A	UHMK1
IFT52	ZNF419	PHKA1
OPA1	BTF3P12	AHRR
MRPS11	C22orf28	PFDN6
ZC3HAV1	RTCB	CEP170
C7orf41	METTL1	CBWD6
RAB7A	SKIDA1	C3orf38
HSD17B11	BCAP31	CAST
HMGN3	GNPAT	ZNF507
CYB5B	PAK4	USB1
NHLRC2	RPS10	UQCR11
NBAS	GMPPA	TIRAP
ELF1	SWAP70	CAMTA1
TUBB6	PDXDC1	PDE4DIP
TMEM205	TK1	RPL23P2
DARS2	EXOC6	WDR83OS
ABHD13	DHTKD1	GLUL
SIX5	PAXBP1	RRM1
NOLC1	ISL2	BMF
TTC5	SMG5	KIAA1468
SEC61A2	H6PD	MTCP1
ABCB10	SYPL1	TRABD
E2F7	EIF1B	LSM11
FUNDC1	NBPF1	VEGFA
C11orf24	ZNF37A	ZYG11B
CDK10	TBP	DPH2
GLRX3	ZNF304	SLMO2
PCBD2	ZNF90	FAM173B
CBR4	CIC	PPP2R3B
CDC14A	GTF2E1	MROH1
ZNF655	TIMM10B	NMT2
C15orf61	STMN1	PGRMC1
SOS2	ZNF335	BNIP3L
DDX39B	PACSIN1	DYNLRB1
ALG3	ELOF1	EXOC6
HIF1A	HIST1H2AB	CLEC16A
SEC24A	CABLES2	UPRT
TCEB2	RPRD1B	RAB18
TIMMDC1	SMAGP	VIM-AS1
TMEM167A	HMGN3	AMFR
FAM133DP	EEF1B2P1	FGR
RABL5	PSMA6P2	GSKIP
UBE2J1	MRPS11	C5orf28
KIAA0196	PPIAP31	GGT7
AAMDC	AGFG1	WNK1
THUMPD1	EPHB6	ZFP90
MPZL3	PSMC1	AFG3L1P
IMP3	PSMD8	B4GALT3
ZNF90	CCT5	HSBP1
RDH10	APAF1	KCNK12
BAIAP2	GNE	DIXDC1
CHST10	SIK3	AMT
GCOM1	MED21	MUM1
TMEM110	ORC6	AAAS
TMEM87A	UTP23	PRKAR1B
DDX42	UBE2H	IFT172
EPHX4	POLR1B	C7orf13
TAF10	NUDT1	ATHL1
BCCIP	TXNDC9	TXNDC12
PNRC2	SS18L1	C9orf116
RTN4	EIF2S1	MTMR3
ALPK1	COX17P1	TUBG2
OXTR	NUP153	PTPN4
R3HDM2	ACYP1	GJC1
ABHD12	TMSB15B	IFNAR1
ADCY3	TMEM201	GATAD1
RPL7	CAD	HK2
TSEN2	NDUFB10	SAMD9
STAG3L4	VEGFB	TMED10
SSBP1	SSR2	PARP12
ZNF85	WASH6P	RPL39L
AGAP2	KIAA0319L	XIAP
ARFGAP2	SRPK1	ZNF200
BAZ2B	ARHGAP5	PIH1D1
CCNB1IP1	MRPL4	RPS18
CYP26A1	FURIN	CELF5
ENHO	RPAP3	UBFD1
FAM168A	B3GNT1	HSDL1
FSTL3	ECI2	TYW5
GPRC5C	SYNGR2	FTSJ3
GUSBP2	HMGB3	C12orf23
MAST4-AS1	PPME1	ERCC3
MPP2	SAFB	NAF1
MPZL2	ETS1	LAGE3
NDUFS7	RHNO1	ZBTB42
PNMA6A	HECTD3	GGA1
POLR3D	TOMM40L	FBXO34
RN7SKP176	SIDT2	LRRC37A
RN7SKP255	RPUSD4	SLC25A37
SLC5A6	TMBIM6	CCDC71
SNRNP35	PSME3	MYCBP
TIRAP	NINJ1	PALD1
TUBA4A	HSPA1A	NUTF2
WFIKKN1	CCDC91	ARF3
SRP14	SLC9A1	HMGXB4
WDR82	DUS1L	RP9
AGAP3	TNPO2	GIGYF2
LRFN3	ZFAND3	TTK
TMSB4Y	ZNF226	CD2BP2
TRAFD1	TMEM199	HDHD2
RPS4X	AMZ1	MCM8
HUS1	CIZ1	PSMD12
GPR113	CELSR2	TMEM198B
LINC00659	ZNF142	MARVELD1
SYNC	BMPR1A	PLCL2
HDLBP	DCUN1D2	AATF
MED14	AP1B1	PGAP1
GOLM1	SCRN2	TRIM46
ANAPC1	NSMCE4A	HS6ST1
PRMT3	BBS10	H6PD
ANKRD26	CDKN3	PTMA
NDUFB1	FAM104B	LINC00852
ZNF770	CLDND1	SPIN1
GOLGA8A	PIGN	TMEM18
TMEM181	ING4	RPL27
HNRNPM	RNU1-1	ATP8B5P
ZNF607	MAGED1	GLI3
MED18	ISOC2	PPP2R5B
RDH14	ZNF354A	NRGN
DPM1	INTS3	KIAA1430
POLA1	U2AF1L4	KLRG1
CCNI	ZNF248	DEPDC1B
ANAPC10	MTMR10	CSRNP2
OCIAD2	LAIR1	TMED5
POLR3H	CDK16	DDX11-AS1
RNF103	DNAJC14	CXorf38
SNRPD2P1	NAA25	MTRF1
ST7	NCLN	COX6CP6
FERMT3	TWF1	LYRM4
PPP2R5D	TBCK	USP22
SHFM1	ACADSB	HIGD1AP8
GRB2	CAND1	MAGT1
OTUD4	CLIP4	UQCC
UFL1	HIPK2	ATIC
PAX6	DNAJB12	PTPN22
CPSF4	TRIM25	MTND6P4
RPL21P4	ZNF32	AHCTF1
FAM60A	RPL39L	EIF4A1P2
RPL21P111	SGSM2	TMEM245
C17orf51	ZMAT2	AS3MT
MFSD5	ESYT2	SSR3
ZBTB22	HSD17B7	FADD
GCLC	RNU1-5	GMFB
NFATC2IP	RNVU1-18	LIMK2
ZNF706	SFPQ	APPBP2
LXN	NDUFA7	ZBTB5
RPL22P22	DAD1	BRF1
AARS2	KDM2A	HIPK3
CAPRIN1	GSKIP	PTPRD
ACBD3	MRPS33	ISCU
ZRANB3	ALG11	PITX1
RNU1-5	ZNF544	RPL4
RNVU1-18	TTLL3	TMEM39B
ATP11B	CHAC1	CBX3P9
CYCS	TMEM209	PSMC5
RGPD8	GNG5	IL32
ROR2	CDCA5	MKRN3
GAREML	TCTA	SATB2
MKRN3	FTH1P20	CLN5
SLC25A24	CTCF	RPS16
ZNF207	SNX4	C6orf52
BTF3P12	C7orf49	TRIAP1
HSPA14	DIDO1	PIGC
MCU	SEPW1	ATG4A
WBP4	NUTF2	SHROOM2
PRRC2C	RASA3	WDR78
LRP12	SLC22A23	ZNF799
CALM2P3	SOCS4	NOTCH2
PI4K2A	VAT1	UBALD2
TF	PLGRKT	KSR1
C2orf43	ERCC4	SRGAP2
UTRN	ATP5L	RAB4B-EGLN2
COX4I1	HNRNPA1P7	PSMD11
GET4	MORC2	RBBP6
PEX14	RAB8B	TARBP2
PANX1	ZNF511	GNS
ARHGEF39	NGRN	AKAP13
GPR75-ASB3	RAP1GDS1	WBP1
TTTY15	ACTL6A	SPCS1
ZNF146	RICTOR	ALDH18A1
B2M	GPX1	ZMYM5
ACTR5	LOH12CR1	SEC61G
USP11	RNU1-13P	CAMK1D
ACTR3B	AGTRAP	KRAS
GGCX	PANK4	RPS26P47
USP4	ATXN7	RFC3
SNX3	ZSCAN32	SNRNP40
SF3B5	KIAA1024	CYP2R1
ESYT2	CARS	TRIM21
IMMP2L	TRPC4AP	WDR13
TMED5	CD99P1	PARP1
UQCRH	ZNF639	SMAP1
HMGCS1	SLC25A33	LEPREL4
STRBP	PPA1	RHBDD1
FAM169A	DCAF16	NDUFC2
GNB1	SSFA2	HLA-A
UCK2	HDAC6	PPP3CC
RAP1GAP2	ANKRD11	PACSIN1
PHKA2	SNORA12	DTL
MRFAP1L1	CXorf57	PRKD3
FAM213B	SCYL2	SDCCAG3
BZW2	ATG10	WBP2
AMMECR1L	GMCL1	CD99
GPR176	R3HCC1L	RPS3AP26
HAUS8	DPY19L2P3	TXNDC16
TPCN1	TOPBP1	IPO9
ZC4H2	ZNF136	MXD3
DNHD1	NLE1	GNAQ
SHPK	AMPD2	BCAT1
APPL2	CDC73	TMOD2
CCNG1	OFD1	RPL3P4
GPSM2	PSAT1	TUT1
UBR5	FAM117B	TMEM156
CEP290	HNRNPK	RPL11
PAPD4	PBX2	SPAST
AMIGO3	ZFP62	TUBB2B
EIF5B	RAB23	TRAF3
CEP19	FAM173B	AKT3
TRAF6	RPL17P33	WDR45B
TSPAN5	SPATA5L1	PLXDC1
ITPA	SLC25A30	TRAPPC12
PPIB	REV3L	SERPINH1
TM9SF4	ERI2	POLDIP3
KDM3A	USP45	VIM
TXN	FIGNL1	DIMT1
SCP2	PSMC3	TRIM26
RBAK	EPT1	CDK10
WRN	NRD1	IK
AFTPH	RCCD1	MTERFD3
INF2	DOC2A	HSBP1L1
RPL21P120	MRPS6	IFFO1
MEPCE	CDC42SE1	TCF25
CKS1B	CEP85L	PLEKHG2
MYL12A	ZNF341	HSBP1P2
USP9Y	TEFM	GTF2H3
DCLRE1C	CIDECP	RUNX3
HNRNPU-AS1	PLCXD1	SLC30A4
TMEM189	BET1L	SNX4
CSNK1G1	SAAL1	ZMYM6NB
ZFAND1	CCDC150	SLC17A5
NEU1	KIAA2018	WNT3
MST1	RABGEF1	PTEN
PCBP1	AGGF1	STX18
RPS27P26	CBX5	UBE2SP2
JAM2	SLC4A4	PCGF5
RPL31	HYI	TIGD1
RPS27P29	CENPJ	KCNJ11
NSMCE4A	FABP5P7	CCSER2
TANC1	DDT	TPRA1
EMD	RPL10AP2	DBN1
DDX20	AUH	NF2
TOPBP1	APOM	FOXO6
NOP10	MRPS21P2	SLC38A1
WDR92	LEF1-AS1	FKBP1A
KLHL3	SPSB4	C1orf198
SEC23A	KIF2C	NCKAP1L
MSH5	DUSP12	OS9
TMEM167B	C4orf27	CTDSPL2
SIN3B	DOK1	TRMT6
C10orf2	MLKL	RTKN
HP1BP3	TMLHE	DCP2
HMGB1P5	RORC	SLC25A39
MRPL16	CTAGE5	RPL19P21
IDH3B	DYNLL1	NIPA1
WDR6	FOXN2	GTF3C6
TMEM109	LMTK2	ESRRA
GTF2H2	PLCB2	PTPN2
CXXC1	TFE3	FAM103A1
CELF5	SGPP1	PKMYT1
NUP93	TBC1D3F	PPIE
RWDD3	BZW1P1	KIF14
EDC4	PKM	TIFA
ZNF283	LAMP2	TAF9B
GTF2F1	C7orf60	NMB
ITPKB	TMEM161B	RFWD2
ERGIC1	MYH3	SECISBP2
PIP5K1A	NOC2L	MAP3K5
SOCS1	ACTN1	GRB2
KIF20B	ZCCHC10	DARS
PLSCR1	CCDC82	SEPHS1P1
CSNK2B	GINM1	C1orf85
CKAP2L	LMBR1	TSC22D3
ZNFX1	TRIAP1	KDSR
MAPKAP1	MCCC1	ELP6
NDUFA6	TACC1	CBWD1
BTBD10	HIATL1	TMEM218
RPL23A	FOS	MARS
LCP1	SLC33A1	PSMB7
RNU1-1	GSS	MST1
RNU6-10	VILL	PTK7
RNU6-10P	MORF4L1	CALM1
LRWD1	SHFM1P1	EPHX1
TRAF3IP2	UTY	UPF2
ARMC8	GGNBP2	MRPS28
MRPS31P2	KDELR2	FOXM1
NUDT17	TTC1	PRKRIP1
STXBP3	NDUFA4	PER2
C15orf27	USE1	ZNF586
CCDC96	MAP3K13	TUBA1C
STK19	C5orf22	KLHL42
GFPT1	DHX40	ATAD3C
SPN	AQP3	BECN1
TMED1	HIST1H2BD	SETD1B
NACC1	SLC9A8	EMC8
MARCH2	ATF7IP	CRIPAK
THRA	CLEC16A	SDHAP1
SETP6	ZFP1	ALKBH8
ZMYM3	ZNF407	PDIA6
SIRT5	PCDHB2	EVL
PIGZ	RDH14	SNRK
HSD17B7	CHRNA5	TTLL3
NT5C2	SNORD64	ZNF407
HIPK2	KAT7	POLR3B
ASXL1	RPS15A	NDUFB2
HMGXB3	TAZ	SPRED2
ATMIN	STK16	HIC2
SPATA13	SF3A2	JAM3
NIPA2	CD1B	SLC25A51
TAF4	PHLDA1	MRTO4
ZNF548	COMMD10	C4orf29
AP5S1	ZNF12	HIST2H2BC
BICD1	COMMD9	CHI3L2
CORO2A	RBM12	STARD10
NDUFA13	SNRNP35	L3MBTL3
METTL21B	MED13L	TRIM41
KLHL22	ZHX1	MAN2A1
GLE1	UBE2E3	EI24
ZNF721	TTLL12	PYCR2
ZMYND19	PEF1	C15orf61
